AvgSpotLen	BioSample	Experiment	Library_Name	Organism	Run	SRA_Sample	Sample_Name	Sex	age	anonymized_name	body_habitat	body_product	body_site	env_feature	env_material	env_package	host_subject_id	host_taxid	sample_source	sample_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Platform	ReleaseDate	SRA_Study	age_unit	collection_timestamp	dna_extracted	elevation	env_biome	geo_loc_name	has_physical_specimen	latitude	longitude	physical_specimen_location	physical_specimen_remaining	project_name	title
224	SAMEA103981053	ERX1998834	232.M2Thmr217	human skin metagenome	ERR1938301	ERS1670221	SAMEA103981053 ERS1670221	male	36	M2Thmr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981054	ERX1998835	232.M2Tkey217	indoor metagenome	ERR1938302	ERS1670222	SAMEA103981054 ERS1670222	male	Missing: Not provided	M2Tkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Tkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981055	ERX1998836	232.M2Ukey217	indoor metagenome	ERR1938303	ERS1670223	SAMEA103981055 ERS1670223	male	Missing: Not provided	M2Ukey217				research facility	anthropogenic environmental material	built environment	M2	36244	Ukey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981056	ERX1998837	232.M2Vkey217	indoor metagenome	ERR1938304	ERS1670224	SAMEA103981056 ERS1670224	male	Missing: Not provided	M2Vkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Vkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981057	ERX1998838	232.M2Wkey217	indoor metagenome	ERR1938305	ERS1670225	SAMEA103981057 ERS1670225	male	Missing: Not provided	M2Wkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Wkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
230	SAMEA103981058	ERX1998839	232.M2Xkey217	indoor metagenome	ERR1938306	ERS1670226	SAMEA103981058 ERS1670226	male	Missing: Not provided	M2Xkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Xkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981059	ERX1998840	232.M2Ykey217	indoor metagenome	ERR1938307	ERS1670227	SAMEA103981059 ERS1670227	male	Missing: Not provided	M2Ykey217				research facility	anthropogenic environmental material	built environment	M2	36244	Ykey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981060	ERX1998841	232.M2Zkey217	indoor metagenome	ERR1938308	ERS1670228	SAMEA103981060 ERS1670228	male	Missing: Not provided	M2Zkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Zkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981061	ERX1998842	232.M3Akey217	indoor metagenome	ERR1938309	ERS1670229	SAMEA103981061 ERS1670229	male	Missing: Not provided	M3Akey217				research facility	anthropogenic environmental material	built environment	M3	36244	Akey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981062	ERX1998843	232.M3Bkey217	indoor metagenome	ERR1938310	ERS1670230	SAMEA103981062 ERS1670230	male	Missing: Not provided	M3Bkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Bkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981063	ERX1998844	232.M3Ckey217	indoor metagenome	ERR1938311	ERS1670231	SAMEA103981063 ERS1670231	male	Missing: Not provided	M3Ckey217				research facility	anthropogenic environmental material	built environment	M3	36244	Ckey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981064	ERX1998845	232.M3Ekey217	indoor metagenome	ERR1938312	ERS1670232	SAMEA103981064 ERS1670232	male	Missing: Not provided	M3Ekey217				research facility	anthropogenic environmental material	built environment	M3	36244	Ekey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981065	ERX1998846	232.M3Gkey217	indoor metagenome	ERR1938313	ERS1670233	SAMEA103981065 ERS1670233	male	Missing: Not provided	M3Gkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Gkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981066	ERX1998847	232.M3Hkey217	indoor metagenome	ERR1938314	ERS1670234	SAMEA103981066 ERS1670234	male	Missing: Not provided	M3Hkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Hkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981067	ERX1998848	232.M3Indl217	human skin metagenome	ERR1938315	ERS1670235	SAMEA103981067 ERS1670235	male	33	M3Indl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
230	SAMEA103981068	ERX1998849	232.M3Indr217	human skin metagenome	ERR1938316	ERS1670236	SAMEA103981068 ERS1670236	male	33	M3Indr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981069	ERX1998850	232.M3Jkey217	indoor metagenome	ERR1938317	ERS1670237	SAMEA103981069 ERS1670237	male	Missing: Not provided	M3Jkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Jkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981070	ERX1998851	232.M3Kkey217	indoor metagenome	ERR1938318	ERS1670238	SAMEA103981070 ERS1670238	male	Missing: Not provided	M3Kkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Kkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
232	SAMEA103981071	ERX1998852	232.M3Lkey217	indoor metagenome	ERR1938319	ERS1670239	SAMEA103981071 ERS1670239	male	Missing: Not provided	M3Lkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Lkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
230	SAMEA103981072	ERX1998853	232.M3Lsft217	indoor metagenome	ERR1938320	ERS1670240	SAMEA103981072 ERS1670240	male	Missing: Not provided	M3Lsft217				research facility	anthropogenic environmental material	built environment	M3	36244	Left_Shift	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981073	ERX1998854	232.M3Midl217	human skin metagenome	ERR1938321	ERS1670241	SAMEA103981073 ERS1670241	male	33	M3Midl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981074	ERX1998855	232.M3Midr217	human skin metagenome	ERR1938322	ERS1670242	SAMEA103981074 ERS1670242	male	33	M3Midr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981075	ERX1998856	232.M3Mkey217	indoor metagenome	ERR1938323	ERS1670243	SAMEA103981075 ERS1670243	male	Missing: Not provided	M3Mkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Mkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981076	ERX1998857	232.M3Nkey217	indoor metagenome	ERR1938324	ERS1670244	SAMEA103981076 ERS1670244	male	Missing: Not provided	M3Nkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Nkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981077	ERX1998858	232.M3Pinl217	human skin metagenome	ERR1938325	ERS1670245	SAMEA103981077 ERS1670245	male	33	M3Pinl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981078	ERX1998859	232.M3Pinr217	human skin metagenome	ERR1938326	ERS1670246	SAMEA103981078 ERS1670246	male	33	M3Pinr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981079	ERX1998860	232.M3Pkey217	indoor metagenome	ERR1938327	ERS1670247	SAMEA103981079 ERS1670247	male	Missing: Not provided	M3Pkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Pkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981080	ERX1998861	232.M3Qkey217	indoor metagenome	ERR1938328	ERS1670248	SAMEA103981080 ERS1670248	male	Missing: Not provided	M3Qkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Qkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
235	SAMEA103981081	ERX1998862	232.M3Rinl217	human skin metagenome	ERR1938329	ERS1670249	SAMEA103981081 ERS1670249	male	33	M3Rinl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
227	SAMEA103981082	ERX1998863	232.M3Rinr217	human skin metagenome	ERR1938330	ERS1670250	SAMEA103981082 ERS1670250	male	33	M3Rinr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981083	ERX1998864	232.M3Rkey217	indoor metagenome	ERR1938331	ERS1670251	SAMEA103981083 ERS1670251	male	Missing: Not provided	M3Rkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Rkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
232	SAMEA103981084	ERX1998865	232.M3Rsft217	indoor metagenome	ERR1938332	ERS1670252	SAMEA103981084 ERS1670252	male	Missing: Not provided	M3Rsft217				research facility	anthropogenic environmental material	built environment	M3	36244	Right_shift	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981085	ERX1998866	232.M3Space217	indoor metagenome	ERR1938333	ERS1670253	SAMEA103981085 ERS1670253	male	Missing: Not provided	M3Space217				research facility	anthropogenic environmental material	built environment	M3	36244	Space_bar	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
235	SAMEA103981086	ERX1998867	232.M3Thml217	human skin metagenome	ERR1938334	ERS1670254	SAMEA103981086 ERS1670254	male	33	M3Thml217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981087	ERX1998868	232.M3Thmr217	human skin metagenome	ERR1938335	ERS1670255	SAMEA103981087 ERS1670255	male	33	M3Thmr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M3	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981088	ERX1998869	232.M3Tkey217	indoor metagenome	ERR1938336	ERS1670256	SAMEA103981088 ERS1670256	male	Missing: Not provided	M3Tkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Tkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
233	SAMEA103981089	ERX1998870	232.M3Vkey217	indoor metagenome	ERR1938337	ERS1670257	SAMEA103981089 ERS1670257	male	Missing: Not provided	M3Vkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Vkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
235	SAMEA103981090	ERX1998871	232.M3Wkey217	indoor metagenome	ERR1938338	ERS1670258	SAMEA103981090 ERS1670258	male	Missing: Not provided	M3Wkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Wkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
234	SAMEA103981091	ERX1998872	232.M3Xkey217	indoor metagenome	ERR1938339	ERS1670259	SAMEA103981091 ERS1670259	male	Missing: Not provided	M3Xkey217				research facility	anthropogenic environmental material	built environment	M3	36244	Xkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981092	ERX1998873	232.M3Ykey217	indoor metagenome	ERR1938340	ERS1670260	SAMEA103981092 ERS1670260	male	Missing: Not provided	M3Ykey217				research facility	anthropogenic environmental material	built environment	M3	36244	Ykey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
